word1,word2,similarity,which_set?,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
minister,party,6.630000114440918,set2,8.0,7.5,8.0,7.0,6.0,7.0,8.0,8.0,5.0,7.5,6.0,1.0,8.0,8.0,8.0,3.0
peace,plan,4.75,set2,5.0,2.0,7.0,6.0,7.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,7.0,2.0,9.0,3.0
minority,peace,3.690000057220459,set2,6.0,0.0,7.0,3.0,1.0,5.0,6.0,4.0,4.0,4.0,3.0,3.0,5.0,0.0,5.0,3.0
attempt,peace,4.25,set2,7.0,4.0,7.0,2.0,7.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0
government,crisis,6.559999942779541,set2,8.0,5.0,8.0,5.0,7.0,7.0,5.0,6.0,5.0,6.0,7.0,8.0,7.0,9.0,7.0,5.0
deployment,departure,4.25,set2,7.0,0.0,2.0,6.0,7.0,5.0,6.0,4.0,2.0,2.0,5.0,6.0,2.0,0.0,8.0,6.0
deployment,withdrawal,5.880000114440918,set2,9.0,9.0,6.0,6.0,3.0,8.0,8.0,4.0,3.0,2.0,5.0,8.0,9.0,0.0,8.0,6.0
energy,crisis,5.940000057220459,set2,8.0,5.0,8.0,5.0,8.0,8.0,8.0,4.0,1.0,4.0,2.0,7.0,5.0,8.0,8.0,6.0
announcement,news,7.559999942779541,set2,8.0,7.0,8.0,8.0,8.0,9.0,8.0,6.0,6.0,8.0,8.0,8.0,6.0,8.0,9.0,6.0
announcement,effort,2.75,set2,5.0,6.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,5.0,3.0
stroke,hospital,7.03000020980835,set2,9.0,8.0,8.0,8.0,7.0,3.0,8.0,7.0,6.0,7.5,7.0,7.0,9.0,3.0,8.0,7.0
disability,death,5.46999979019165,set2,7.0,8.0,6.5,4.0,3.0,7.0,7.0,5.0,6.0,2.0,7.0,2.0,8.0,2.0,8.0,5.0
victim,emergency,6.46999979019165,set2,8.0,7.0,7.5,4.0,5.0,6.0,6.0,7.0,6.0,4.0,5.0,6.0,9.0,9.0,9.0,5.0
treatment,recovery,7.909999847412109,set2,8.0,8.0,8.5,9.0,9.0,8.0,9.0,8.0,6.5,7.5,7.0,7.0,10.0,5.0,9.0,7.0
journal,association,4.96999979019165,set2,8.0,2.0,7.5,7.0,1.0,5.0,4.0,6.0,3.0,6.0,7.0,3.0,7.0,1.0,8.0,4.0
doctor,personnel,5.0,set2,7.0,2.0,8.0,6.0,4.0,7.0,2.0,6.0,2.0,6.0,4.0,5.0,7.0,3.0,8.0,3.0
doctor,liability,5.190000057220459,set2,7.0,4.0,8.0,7.0,4.0,6.0,4.0,5.0,4.0,2.0,4.0,2.0,6.0,8.0,7.0,5.0
liability,insurance,7.03000020980835,set2,6.0,8.5,9.0,5.0,8.0,9.0,6.0,8.0,5.0,4.0,7.0,8.0,8.0,5.0,9.0,7.0
school,center,3.440000057220459,set2,6.0,1.0,4.0,1.0,5.0,2.0,4.0,3.0,3.0,4.0,5.0,1.0,3.0,3.0,7.0,3.0
reason,hypertension,2.309999942779541,set2,4.0,1.0,1.0,2.0,6.0,1.0,0.0,1.0,3.0,2.0,2.0,7.0,0.0,2.0,3.0,2.0
reason,criterion,5.909999847412109,set2,3.0,2.0,8.0,7.0,9.0,3.0,6.0,4.0,4.5,8.0,7.0,7.0,8.0,6.0,7.0,5.0
hundred,percent,7.380000114440918,set2,9.0,5.0,9.0,3.0,10.0,9.0,6.0,7.0,7.0,6.0,6.0,7.0,10.0,9.0,8.0,7.0
Harvard,Yale,8.130000114440918,set2,9.0,8.0,9.0,10.0,8.0,8.0,9.0,10.0,8.5,7.5,8.0,8.0,10.0,0.0,8.0,9.0
hospital,infrastructure,4.630000114440918,set2,5.0,2.0,1.0,5.0,6.0,5.0,4.0,7.0,3.0,4.0,5.0,5.0,5.0,3.0,7.0,7.0
death,row,5.25,set2,2.0,7.0,8.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,2.0,7.0,9.0,0.0,8.0,4.0
death,inmate,5.03000020980835,set2,4.0,5.0,7.5,1.0,5.0,4.0,7.0,3.0,6.0,2.0,6.0,6.0,3.0,8.0,8.0,5.0
lawyer,evidence,6.690000057220459,set2,7.0,6.5,8.5,7.0,8.0,6.0,8.0,8.0,7.0,3.0,5.0,8.0,10.0,0.0,9.0,6.0
life,death,7.880000114440918,set2,9.0,9.5,9.5,5.0,10.0,8.0,8.0,8.0,6.5,7.5,8.0,9.0,10.0,0.0,9.0,9.0
life,term,4.5,set2,2.0,8.0,2.0,1.0,8.0,7.0,6.0,3.0,1.0,4.0,2.0,8.0,3.0,3.0,8.0,6.0
word,similarity,4.75,set2,6.0,1.0,8.0,2.0,10.0,7.0,6.0,2.0,1.0,4.0,2.0,5.0,0.0,9.0,7.0,6.0
board,recommendation,4.46999979019165,set2,6.0,4.0,2.0,1.0,7.0,8.0,3.0,4.0,1.0,7.5,2.0,7.0,7.0,0.0,7.0,5.0
governor,interview,3.25,set2,4.0,0.0,4.0,1.0,7.0,6.0,0.0,5.0,0.0,2.0,3.0,5.0,3.0,3.0,4.0,5.0
OPEC,country,5.630000114440918,set2,7.0,4.0,8.0,4.0,0.0,4.0,8.0,6.0,5.0,8.0,4.0,6.0,7.0,8.0,6.0,5.0
peace,atmosphere,3.690000057220459,set2,6.0,5.0,5.0,1.0,0.0,6.0,3.0,5.0,2.0,6.0,1.0,3.0,3.0,0.0,7.0,6.0
peace,insurance,2.940000057220459,set2,6.0,4.0,1.0,1.0,7.0,4.0,0.0,3.0,2.0,6.0,5.0,1.0,0.0,0.0,3.0,4.0
territory,kilometer,5.28000020980835,set2,6.0,6.0,8.0,1.0,5.0,8.0,7.0,6.0,4.0,7.5,5.0,3.0,3.0,2.0,8.0,5.0
travel,activity,5.0,set2,7.0,5.0,6.5,2.0,5.0,6.0,6.0,6.0,5.0,7.5,3.0,2.0,4.0,2.0,8.0,5.0
competition,price,6.440000057220459,set2,7.0,8.0,7.5,5.0,6.0,7.0,8.0,4.0,6.0,7.5,5.0,6.0,9.0,5.0,9.0,3.0
consumer,confidence,4.130000114440918,set2,7.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,6.0,2.0,7.0,9.0,4.0,8.0,3.0
consumer,energy,4.75,set2,5.0,3.0,8.0,2.0,6.0,6.0,0.0,4.0,0.0,4.0,7.0,6.0,6.0,9.0,8.0,2.0
problem,airport,2.380000114440918,set2,2.0,2.0,1.0,0.0,5.0,4.0,0.0,3.0,0.0,4.0,1.0,2.0,0.0,7.0,5.0,2.0
car,flight,4.940000057220459,set2,6.0,3.0,7.0,5.0,6.0,6.0,4.0,7.0,4.0,2.0,7.0,5.0,8.0,0.0,5.0,4.0
credit,card,8.0600004196167,set2,8.0,6.0,9.0,8.0,9.0,8.0,8.0,9.0,7.0,8.0,5.0,8.0,10.0,9.0,9.0,8.0
credit,information,5.309999942779541,set2,7.0,5.0,2.0,3.0,7.0,4.0,1.0,5.0,7.0,1.0,2.0,8.0,10.0,9.0,8.0,6.0
hotel,reservation,8.029999732971191,set2,8.0,7.0,9.0,7.0,8.0,8.0,8.0,8.0,7.0,7.5,7.0,8.0,10.0,9.0,9.0,8.0
grocery,money,5.940000057220459,set2,8.0,5.0,7.5,2.0,7.0,7.0,7.0,5.0,6.5,6.0,6.0,8.0,6.0,2.0,5.0,7.0
registration,arrangement,6.0,set2,8.0,8.0,7.0,7.0,8.0,4.0,1.0,4.0,7.0,6.0,6.0,6.0,8.0,3.0,8.0,5.0
arrangement,accommodation,5.409999847412109,set2,5.0,6.0,7.0,6.0,4.0,4.0,4.0,6.0,3.0,7.5,5.0,5.0,7.0,6.0,7.0,4.0
month,hotel,1.809999942779541,set2,4.0,0.0,1.0,1.0,3.0,6.0,0.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,3.0,2.0
type,kind,8.970000267028809,set2,9.0,9.5,9.5,10.0,8.0,9.0,9.0,10.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0,7.0
arrival,hotel,6.0,set2,7.0,8.0,6.5,1.0,6.0,9.0,7.0,5.0,6.0,7.5,4.0,6.0,7.0,4.0,6.0,6.0
bed,closet,6.71999979019165,set2,8.0,7.5,8.0,5.0,7.0,8.0,7.0,8.0,7.0,6.0,7.0,5.0,9.0,1.0,8.0,6.0
closet,clothes,8.0,set2,8.0,7.0,9.0,10.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,9.0,3.0,9.0,7.0
situation,conclusion,4.809999942779541,set2,8.0,4.0,6.0,4.0,6.0,3.0,7.0,6.0,2.0,6.0,6.0,7.0,4.0,0.0,6.0,2.0
situation,isolation,3.880000114440918,set2,8.0,3.0,1.0,2.0,6.0,3.0,0.0,3.0,2.0,6.0,6.0,7.0,3.0,0.0,8.0,4.0
impartiality,interest,5.159999847412109,set2,7.0,9.5,8.0,2.0,4.0,3.0,0.0,7.0,6.0,3.0,7.0,6.0,9.0,0.0,8.0,3.0
direction,combination,2.25,set2,2.0,0.0,1.0,1.0,7.0,2.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,1.0,6.0,3.0
street,place,6.440000057220459,set2,7.0,7.0,6.0,7.0,5.0,7.0,5.0,7.0,6.0,4.0,7.0,8.0,4.0,7.0,9.0,7.0
street,avenue,8.880000114440918,set2,9.0,9.0,8.5,9.0,9.0,9.0,7.0,10.0,8.5,9.0,7.0,9.0,10.0,9.0,10.0,9.0
street,block,6.880000114440918,set2,5.0,7.0,8.5,7.0,4.0,8.0,7.0,9.0,8.5,9.0,6.0,9.0,4.0,0.0,9.0,9.0
street,children,4.940000057220459,set2,6.0,6.0,6.0,2.0,5.0,7.0,2.0,5.0,4.0,6.0,3.0,5.0,6.0,5.0,5.0,6.0
listing,proximity,2.559999942779541,set2,3.0,0.0,1.0,1.0,5.0,4.0,0.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,7.0,4.0
listing,category,6.380000114440918,set2,2.0,3.0,7.0,9.0,7.0,6.0,7.0,7.0,4.0,8.0,7.0,8.0,10.0,3.0,8.0,6.0
cell,phone,7.809999942779541,set2,8.0,6.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,3.0,9.0,8.0,9.0,8.0,8.0
production,hike,1.75,set2,2.0,2.0,1.0,1.0,6.0,3.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,4.0,2.0
benchmark,index,4.25,set2,5.0,5.0,2.0,2.0,7.0,4.0,5.0,7.0,3.0,1.0,7.0,2.0,6.0,4.0,5.0,3.0
media,trading,3.880000114440918,set2,6.0,2.0,5.0,1.0,7.0,6.0,3.0,4.0,2.0,2.0,6.0,2.0,5.0,0.0,8.0,3.0
media,gain,2.880000114440918,set2,5.0,0.0,2.0,1.0,7.0,4.0,2.0,2.0,3.0,2.0,5.0,1.0,3.0,0.0,7.0,2.0
dividend,payment,7.630000114440918,set2,6.0,9.0,7.0,4.0,9.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,9.0,9.0,7.0
dividend,calculation,6.480000019073486,set2,7.0,8.75,6.5,1.0,9.0,7.0,6.0,7.0,6.5,8.0,3.0,6.0,7.0,8.0,8.0,5.0
calculation,computation,8.4399995803833,set2,9.0,9.5,9.5,8.0,8.0,9.0,5.0,10.0,9.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0
currency,market,7.5,set2,8.0,5.0,7.5,5.0,9.0,8.0,7.0,8.0,7.0,7.5,6.0,8.0,8.0,9.0,9.0,8.0
OPEC,oil,8.59000015258789,set2,8.0,8.0,9.0,10.0,10.0,8.0,8.0,8.0,8.0,7.5,7.0,9.0,10.0,9.0,9.0,9.0
oil,stock,6.340000152587891,set2,6.0,5.0,8.0,6.0,7.0,6.0,2.0,6.0,8.0,7.5,6.0,6.0,7.0,8.0,7.0,6.0
announcement,production,3.380000114440918,set2,5.0,0.0,3.0,2.0,6.0,5.0,1.0,4.0,2.0,2.0,3.0,6.0,3.0,5.0,6.0,1.0
announcement,warning,6.0,set2,7.0,7.0,5.0,7.0,8.0,4.0,4.0,8.0,5.0,7.0,6.0,8.0,3.0,8.0,7.0,2.0
profit,warning,3.880000114440918,set2,7.0,7.0,1.0,5.0,4.0,6.0,4.0,3.0,5.0,1.0,3.0,3.0,0.0,0.0,7.0,6.0
profit,loss,7.630000114440918,set2,8.0,9.5,9.5,10.0,8.0,8.0,8.0,9.0,6.0,4.0,8.0,8.0,10.0,0.0,9.0,7.0
dollar,yen,7.78000020980835,set2,8.0,9.0,9.0,10.0,7.0,5.0,8.0,8.0,7.0,7.5,8.0,8.0,10.0,3.0,9.0,8.0
dollar,buck,9.220000267028809,set2,9.0,10.0,9.5,10.0,9.0,8.0,9.0,10.0,9.0,8.0,10.0,10.0,8.0,9.0,10.0,9.0
dollar,profit,7.380000114440918,set2,8.0,6.0,9.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,7.0,5.0,6.0,7.0,8.0,8.0
dollar,loss,6.090000152587891,set2,8.0,6.0,8.5,2.0,5.0,7.0,7.0,8.0,4.0,6.0,5.0,5.0,5.0,7.0,8.0,6.0
computer,software,8.5,set2,9.0,8.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,10.0,9.0,9.0,7.0
network,hardware,8.3100004196167,set2,8.0,8.5,8.5,9.0,9.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0
phone,equipment,7.130000114440918,set2,8.0,8.5,7.5,5.0,9.0,6.0,7.0,6.0,6.0,8.0,5.0,7.0,7.0,9.0,8.0,7.0
equipment,maker,5.909999847412109,set2,8.0,7.0,7.0,6.0,6.0,5.0,8.0,5.0,2.0,7.5,3.0,4.0,6.0,5.0,8.0,7.0
luxury,car,6.46999979019165,set2,7.0,6.0,8.0,6.0,7.0,7.0,5.0,5.0,3.0,7.5,6.0,6.0,7.0,7.0,8.0,8.0
five,month,3.380000114440918,set2,5.0,6.0,2.0,1.0,5.0,4.0,1.0,5.0,2.0,4.0,2.0,1.0,3.0,6.0,5.0,2.0
report,gain,3.630000114440918,set2,6.0,5.0,4.0,1.0,4.0,5.0,4.0,3.0,2.0,0.0,2.0,1.0,7.0,7.0,6.0,1.0
investor,earning,7.130000114440918,set2,8.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,7.0,8.0,7.0
liquid,water,7.889999866485596,set2,8.0,7.75,8.5,8.0,7.0,8.0,4.0,8.0,7.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0
baseball,season,5.96999979019165,set2,8.0,3.0,8.5,7.0,8.0,8.0,4.0,6.0,5.0,8.0,3.0,6.0,7.0,2.0,7.0,5.0
game,victory,7.03000020980835,set2,8.0,8.0,7.0,7.0,5.0,8.0,6.0,7.0,6.5,8.0,7.0,5.0,9.0,8.0,7.0,6.0
game,team,7.690000057220459,set2,8.0,8.5,8.5,8.0,5.0,8.0,6.0,9.0,7.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0
marathon,sprint,7.46999979019165,set2,7.0,9.0,7.0,8.0,6.0,8.0,7.0,8.0,6.5,9.0,8.0,8.0,5.0,9.0,8.0,6.0
game,series,6.190000057220459,set2,7.0,8.0,7.5,6.0,5.0,8.0,5.0,6.0,2.0,7.5,3.0,8.0,6.0,5.0,8.0,7.0
game,defeat,6.96999979019165,set2,8.0,8.0,7.5,7.0,6.0,8.0,6.0,7.0,6.0,8.0,7.0,5.0,9.0,6.0,7.0,6.0
seven,series,3.559999942779541,set2,5.0,6.0,2.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,0.0,1.0,7.0,4.0
seafood,sea,7.46999979019165,set2,9.0,8.0,7.5,8.0,9.0,9.0,7.0,7.0,7.0,9.0,6.0,6.0,5.0,7.0,8.0,7.0
seafood,food,8.34000015258789,set2,9.0,9.5,9.0,9.0,9.0,8.0,4.0,9.0,7.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0
seafood,lobster,8.699999809265137,set2,9.0,9.75,8.5,10.0,9.0,9.0,6.0,10.0,7.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0
lobster,food,7.809999942779541,set2,8.0,8.0,8.0,10.0,9.0,7.0,4.0,9.0,7.0,9.0,6.0,9.0,9.0,7.0,8.0,7.0
lobster,wine,5.699999809265137,set2,7.0,7.75,7.5,1.0,6.0,6.0,3.0,8.0,5.5,7.5,4.0,6.0,7.0,1.0,7.0,7.0
food,preparation,6.21999979019165,set2,6.0,5.0,6.5,5.0,9.0,6.0,3.0,7.0,6.0,8.0,5.0,6.0,6.0,7.0,8.0,6.0
video,archive,6.340000152587891,set2,7.0,6.0,7.0,5.0,9.0,7.0,4.0,7.0,4.0,7.5,5.0,7.0,5.0,9.0,8.0,4.0
start,year,4.059999942779541,set2,5.0,5.5,6.5,2.0,5.0,3.0,0.0,6.0,4.0,6.0,2.0,2.0,3.0,9.0,4.0,2.0
start,match,4.46999979019165,set2,5.0,2.0,6.5,1.0,9.0,3.0,3.0,8.0,1.0,2.0,3.0,5.0,5.0,9.0,6.0,3.0
game,round,5.96999979019165,set2,4.0,8.0,8.0,4.0,5.0,5.0,7.0,9.0,4.0,7.5,5.0,6.0,7.0,5.0,8.0,3.0
boxing,round,7.610000133514404,set2,6.0,8.25,7.5,7.0,8.0,7.0,8.0,9.0,4.0,8.0,7.0,8.0,10.0,9.0,9.0,6.0
championship,tournament,8.359999656677246,set2,9.0,8.75,9.0,9.0,9.0,8.0,7.0,10.0,7.0,8.0,8.0,8.0,10.0,9.0,8.0,6.0
fighting,defeating,7.409999847412109,set2,8.0,8.0,8.0,8.0,5.0,7.0,6.0,9.0,7.0,7.5,8.0,9.0,8.0,5.0,9.0,6.0
line,insurance,2.690000057220459,set2,5.0,2.0,2.0,1.0,6.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,9.0,1.0
day,summer,3.940000057220459,set2,7.0,7.0,2.0,1.0,4.0,3.0,1.0,7.0,3.0,4.0,4.0,4.0,6.0,1.0,5.0,4.0
summer,drought,7.159999847412109,set2,8.0,8.0,8.0,9.0,5.0,7.0,7.0,8.0,5.0,7.5,5.0,4.0,8.0,9.0,8.0,8.0
summer,nature,5.630000114440918,set2,5.0,6.0,4.0,7.0,9.0,5.0,6.0,7.0,4.0,6.0,6.0,3.0,3.0,6.0,7.0,6.0
day,dawn,7.53000020980835,set2,8.0,8.5,8.0,8.0,9.0,8.0,6.0,8.0,6.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0
nature,environment,8.3100004196167,set2,9.0,6.5,8.5,9.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,8.0,10.0,9.0,8.0,7.0
environment,ecology,8.8100004196167,set2,9.0,8.5,8.5,9.0,9.0,9.0,8.0,10.0,8.0,9.0,9.0,9.0,10.0,7.0,9.0,9.0
nature,man,6.25,set2,5.0,6.0,8.0,5.0,9.0,5.0,5.0,7.0,3.0,8.0,5.0,6.0,8.0,5.0,8.0,7.0
man,woman,8.300000190734863,set2,8.0,9.75,9.0,10.0,9.0,9.0,8.0,9.0,7.5,7.5,9.0,9.0,10.0,1.0,9.0,8.0
man,governor,5.25,set2,7.0,4.5,5.0,1.0,6.0,4.0,3.0,7.0,2.0,7.5,3.0,7.0,7.0,8.0,7.0,5.0
murder,manslaughter,8.529999732971191,set2,8.0,9.899999618530273,9.5,10.0,7.0,9.0,9.0,10.0,6.0,4.0,8.0,9.0,9.0,9.0,10.0,9.0
soap,opera,7.940000057220459,set2,8.0,4.0,8.5,7.0,9.0,9.0,8.0,9.0,8.0,7.5,7.0,8.0,9.0,9.0,7.0,9.0
opera,performance,6.880000114440918,set2,8.0,2.0,7.5,5.0,9.0,5.0,7.0,7.0,8.0,7.5,6.0,9.0,7.0,9.0,7.0,6.0
life,lesson,5.940000057220459,set2,7.0,5.0,7.5,3.0,9.0,8.0,4.0,6.0,5.0,7.5,4.0,5.0,2.0,9.0,7.0,6.0
focus,life,4.059999942779541,set2,5.0,0.0,7.5,1.0,7.0,6.0,0.0,3.0,4.0,7.5,3.0,2.0,2.0,7.0,5.0,5.0
production,crew,6.25,set2,8.0,4.0,8.0,4.0,8.0,7.0,5.0,7.0,3.0,8.0,4.0,7.0,9.0,9.0,6.0,3.0
television,film,7.71999979019165,set2,8.0,5.0,8.5,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,8.0,9.0,9.0,8.0,6.0
lover,quarrel,6.190000057220459,set2,7.0,2.0,8.5,3.0,7.0,7.0,6.0,9.0,5.0,7.5,4.0,6.0,8.0,7.0,7.0,5.0
viewer,serial,2.9700000286102295,set2,3.0,0.5,1.0,1.0,4.0,3.0,0.0,6.0,2.0,2.0,2.0,7.0,7.0,3.0,4.0,2.0
possibility,girl,1.940000057220459,set2,3.0,0.0,0.0,1.0,4.0,2.0,0.0,2.0,2.0,4.0,3.0,1.0,0.0,3.0,5.0,1.0
population,development,3.75,set2,5.0,1.0,3.0,2.0,7.0,5.0,2.0,7.0,2.0,6.0,4.0,1.0,4.0,1.0,5.0,5.0
morality,importance,3.309999942779541,set2,7.0,0.0,1.0,1.0,6.0,4.0,0.0,6.0,1.0,6.0,3.0,3.0,3.0,4.0,4.0,4.0
morality,marriage,3.690000057220459,set2,6.0,5.0,2.0,1.0,5.0,4.0,1.0,3.0,3.0,6.0,3.0,5.0,4.0,1.0,4.0,6.0
Mexico,Brazil,7.440000057220459,set2,8.0,8.5,8.0,6.0,7.0,7.0,8.0,9.0,7.0,7.5,7.0,8.0,10.0,2.0,8.0,8.0
gender,equality,6.409999847412109,set2,8.0,6.0,5.0,4.0,4.0,8.0,5.0,8.0,6.0,7.5,2.0,8.0,8.0,7.0,7.0,9.0
change,attitude,5.440000057220459,set2,8.0,5.0,6.0,3.0,4.0,7.0,4.0,7.0,7.0,6.0,4.0,6.0,5.0,0.0,7.0,8.0
family,planning,6.25,set2,7.0,5.0,7.0,3.0,7.0,8.0,4.0,6.0,7.0,8.0,7.0,6.0,8.0,1.0,8.0,8.0
opera,industry,2.630000114440918,set2,7.0,0.0,1.0,1.0,7.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0
sugar,approach,0.8799999952316284,set2,3.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
practice,institution,3.190000057220459,set2,4.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,4.0,3.0,6.0,6.0,5.0,0.0,5.0,3.0
ministry,culture,4.690000057220459,set2,4.0,1.0,6.0,4.0,7.0,6.0,1.0,4.0,5.0,6.0,5.0,7.0,6.0,7.0,3.0,3.0
problem,challenge,6.75,set2,7.0,7.5,7.5,8.0,7.0,7.0,1.0,10.0,5.0,6.0,6.0,8.0,8.0,8.0,7.0,5.0
size,prominence,5.309999942779541,set2,7.0,8.5,6.0,7.0,6.0,4.0,2.0,8.0,3.5,2.0,6.0,5.0,6.0,1.0,7.0,6.0
country,citizen,7.309999942779541,set2,8.0,7.0,7.0,9.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,8.0,9.0,6.0,8.0,6.0
planet,people,5.75,set2,5.0,0.0,6.0,7.0,8.0,5.0,6.0,5.0,5.0,9.0,7.0,6.0,4.0,7.0,7.0,5.0
development,issue,3.9700000286102295,set2,5.0,1.0,6.0,1.0,5.0,3.0,1.0,5.0,3.0,7.5,3.0,7.0,3.0,2.0,5.0,6.0
experience,music,3.4700000286102295,set2,6.0,1.0,7.0,1.0,5.0,3.0,1.0,1.0,1.0,7.5,3.0,8.0,3.0,1.0,5.0,2.0
music,project,3.630000114440918,set2,5.0,0.0,6.0,1.0,5.0,3.0,4.0,2.0,3.0,6.0,5.0,2.0,7.0,2.0,4.0,3.0
glass,metal,5.559999942779541,set2,7.0,7.0,8.0,4.0,6.0,5.0,4.0,7.0,6.0,4.0,7.0,7.0,6.0,0.0,5.0,6.0
aluminum,metal,7.829999923706055,set2,9.0,8.75,9.0,9.0,7.0,7.0,6.0,8.0,6.0,7.5,8.0,9.0,8.0,8.0,8.0,7.0
chance,credibility,3.880000114440918,set2,8.0,3.0,1.0,3.0,6.0,3.0,3.0,4.0,3.0,6.0,3.0,8.0,1.0,1.0,4.0,5.0
exhibit,memorabilia,5.309999942779541,set2,7.0,6.0,9.0,7.0,7.0,3.0,2.0,7.0,3.0,6.0,7.0,7.0,5.0,2.0,1.0,6.0
concert,virtuoso,6.809999942779541,set2,8.0,6.0,7.5,9.0,6.0,7.0,7.0,8.0,2.0,7.5,7.0,7.0,8.0,3.0,8.0,8.0
rock,jazz,7.590000152587891,set2,8.0,9.0,9.0,5.0,8.0,7.0,8.0,9.0,7.0,7.5,8.0,8.0,9.0,1.0,9.0,9.0
museum,theater,7.190000057220459,set2,8.0,7.5,8.5,6.0,8.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,7.0,1.0,8.0,7.0
observation,architecture,4.380000114440918,set2,7.0,3.0,3.0,4.0,6.0,3.0,6.0,5.0,3.0,4.0,7.0,7.0,3.0,1.0,2.0,6.0
space,world,6.53000020980835,set2,7.0,6.0,8.5,3.0,9.0,6.0,7.0,9.0,5.0,6.0,8.0,8.0,5.0,3.0,8.0,6.0
preservation,world,6.190000057220459,set2,7.0,8.0,7.0,6.0,7.0,7.0,2.0,8.0,4.0,6.0,6.0,8.0,8.0,4.0,6.0,5.0
admission,ticket,7.690000057220459,set2,8.0,8.0,9.0,9.0,9.0,8.0,7.0,9.0,6.0,6.0,6.0,9.0,9.0,5.0,8.0,7.0
shower,thunderstorm,6.309999942779541,set2,8.0,9.0,8.0,6.0,7.0,8.0,2.0,7.0,6.0,4.0,5.0,9.0,8.0,2.0,8.0,4.0
shower,flood,6.03000020980835,set2,8.0,7.0,8.5,6.0,7.0,8.0,2.0,7.0,6.0,6.0,7.0,8.0,8.0,0.0,4.0,4.0
weather,forecast,8.34000015258789,set2,8.0,7.5,9.0,9.0,9.0,9.0,7.0,9.0,7.0,8.0,8.0,9.0,10.0,7.0,9.0,8.0
disaster,area,6.25,set2,7.0,8.0,9.0,3.0,9.0,8.0,3.0,5.0,6.0,6.0,5.0,8.0,9.0,1.0,5.0,8.0
governor,office,6.340000152587891,set2,8.0,5.0,7.5,3.0,7.0,8.0,1.0,6.0,5.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0
architecture,century,3.7799999713897705,set2,6.0,0.0,7.5,1.0,6.0,8.0,1.0,3.0,1.0,6.0,5.0,7.0,3.0,2.0,2.0,2.0
